δ,4,4,949,記号,アルファベット,*,*,*,*,δ,デルタ,デルタ
ｕ,4,4,5536,記号,アルファベット,*,*,*,*,ｕ,ユー,ユー
Ｘ,4,4,1647,記号,アルファベット,*,*,*,*,Ｘ,エックス,エックス
Ｎ,4,4,6484,記号,アルファベット,*,*,*,*,Ｎ,エヌ,エヌ
ｊ,4,4,5554,記号,アルファベット,*,*,*,*,ｊ,ジェイ,ジェイ
Ζ,4,4,949,記号,アルファベット,*,*,*,*,Ζ,ゼータ,ゼータ
Ｒ,4,4,7587,記号,アルファベット,*,*,*,*,Ｒ,アール,アール
ｒ,4,4,6087,記号,アルファベット,*,*,*,*,ｒ,アール,アール
ζ,4,4,949,記号,アルファベット,*,*,*,*,ζ,ゼータ,ゼータ
ω,4,4,949,記号,アルファベット,*,*,*,*,ω,オメガ,オメガ
Η,4,4,949,記号,アルファベット,*,*,*,*,Η,イータ,イータ
ε,4,4,949,記号,アルファベット,*,*,*,*,ε,イプシロン,イプシロン
Ｈ,4,4,-209,記号,アルファベット,*,*,*,*,Ｈ,エイチ,エイチ
Ｈ,4,4,5144,記号,アルファベット,*,*,*,*,Ｈ,エッチ,エッチ
β,4,4,945,記号,アルファベット,*,*,*,*,β,ベータ,ベータ
Ｉ,4,4,6396,記号,アルファベット,*,*,*,*,Ｉ,アイ,アイ
γ,4,4,949,記号,アルファベット,*,*,*,*,γ,ガンマ,ガンマ
ν,4,4,654,記号,アルファベット,*,*,*,*,ν,ニュー,ニュー
τ,4,4,949,記号,アルファベット,*,*,*,*,τ,タウ,タウ
χ,4,4,1730,記号,アルファベット,*,*,*,*,χ,カイ,カイ
Ｂ,4,4,4422,記号,アルファベット,*,*,*,*,Ｂ,ビー,ビー
Υ,4,4,949,記号,アルファベット,*,*,*,*,Υ,ウプシロン,ウプシロン
Π,4,4,969,記号,アルファベット,*,*,*,*,Π,パイ,パイ
ｈ,4,4,5810,記号,アルファベット,*,*,*,*,ｈ,エッチ,エッチ
ｈ,4,4,4471,記号,アルファベット,*,*,*,*,ｈ,エイチ,エイチ
η,4,4,949,記号,アルファベット,*,*,*,*,η,イータ,イータ
ξ,4,4,949,記号,アルファベット,*,*,*,*,ξ,クシー,クシー
ο,4,4,949,記号,アルファベット,*,*,*,*,ο,オミクロン,オミクロン
Ｕ,4,4,6129,記号,アルファベット,*,*,*,*,Ｕ,ユー,ユー
Κ,4,4,941,記号,アルファベット,*,*,*,*,Κ,カッパ,カッパ
υ,4,4,949,記号,アルファベット,*,*,*,*,υ,ウプシロン,ウプシロン
ｐ,4,4,6041,記号,アルファベット,*,*,*,*,ｐ,ピー,ピー
Ε,4,4,949,記号,アルファベット,*,*,*,*,Ε,イプシロン,イプシロン
ｄ,4,4,5460,記号,アルファベット,*,*,*,*,ｄ,ディー,ディー
Θ,4,4,949,記号,アルファベット,*,*,*,*,Θ,シータ,シータ
Ｓ,4,4,7398,記号,アルファベット,*,*,*,*,Ｓ,エス,エス
Ρ,4,4,1272,記号,アルファベット,*,*,*,*,Ρ,ロー,ロー
ｌ,4,4,5731,記号,アルファベット,*,*,*,*,ｌ,エル,エル
ｗ,4,4,5497,記号,アルファベット,*,*,*,*,ｗ,ダブリュー,ダブリュー
Λ,4,4,949,記号,アルファベット,*,*,*,*,Λ,ラムダ,ラムダ
Ｖ,4,4,7258,記号,アルファベット,*,*,*,*,Ｖ,ブイ,ブイ
θ,4,4,949,記号,アルファベット,*,*,*,*,θ,シータ,シータ
Ｄ,4,4,5714,記号,アルファベット,*,*,*,*,Ｄ,ディー,ディー
π,4,4,969,記号,アルファベット,*,*,*,*,π,パイ,パイ
ａ,4,4,4325,記号,アルファベット,*,*,*,*,ａ,エイ,エイ
Ｌ,4,4,7541,記号,アルファベット,*,*,*,*,Ｌ,エル,エル
ｎ,4,4,5871,記号,アルファベット,*,*,*,*,ｎ,エヌ,エヌ
Χ,4,4,1730,記号,アルファベット,*,*,*,*,Χ,カイ,カイ
Ψ,4,4,949,記号,アルファベット,*,*,*,*,Ψ,プサイ,プサイ
ｖ,4,4,5684,記号,アルファベット,*,*,*,*,ｖ,ブイ,ブイ
Σ,4,4,949,記号,アルファベット,*,*,*,*,Σ,シグマ,シグマ
ｓ,4,4,4697,記号,アルファベット,*,*,*,*,ｓ,エス,エス
Ｏ,4,4,9201,記号,アルファベット,*,*,*,*,Ｏ,オー,オー
α,4,4,968,記号,アルファベット,*,*,*,*,α,アルファ,アルファ
σ,4,4,949,記号,アルファベット,*,*,*,*,σ,シグマ,シグマ
ｉ,4,4,5999,記号,アルファベット,*,*,*,*,ｉ,アイ,アイ
Ｅ,4,4,5064,記号,アルファベット,*,*,*,*,Ｅ,イー,イー
φ,4,4,949,記号,アルファベット,*,*,*,*,φ,ファイ,ファイ
Α,4,4,968,記号,アルファベット,*,*,*,*,Α,アルファ,アルファ
ι,4,4,949,記号,アルファベット,*,*,*,*,ι,イオタ,イオタ
Μ,4,4,949,記号,アルファベット,*,*,*,*,Μ,ミュー,ミュー
Γ,4,4,949,記号,アルファベット,*,*,*,*,Γ,ガンマ,ガンマ
Φ,4,4,949,記号,アルファベット,*,*,*,*,Φ,ファイ,ファイ
ｅ,4,4,5395,記号,アルファベット,*,*,*,*,ｅ,イー,イー
Ｆ,4,4,6755,記号,アルファベット,*,*,*,*,Ｆ,エフ,エフ
Ｃ,4,4,6234,記号,アルファベット,*,*,*,*,Ｃ,シー,シー
Ξ,4,4,949,記号,アルファベット,*,*,*,*,Ξ,クシー,クシー
κ,4,4,941,記号,アルファベット,*,*,*,*,κ,カッパ,カッパ
Ｋ,4,4,7093,記号,アルファベット,*,*,*,*,Ｋ,ケイ,ケイ
Ｊ,4,4,6274,記号,アルファベット,*,*,*,*,Ｊ,ジェイ,ジェイ
λ,4,4,949,記号,アルファベット,*,*,*,*,λ,ラムダ,ラムダ
Ω,4,4,949,記号,アルファベット,*,*,*,*,Ω,オメガ,オメガ
ｃ,4,4,5537,記号,アルファベット,*,*,*,*,ｃ,シー,シー
ｙ,4,4,5566,記号,アルファベット,*,*,*,*,ｙ,ワイ,ワイ
ｍ,4,4,5528,記号,アルファベット,*,*,*,*,ｍ,エム,エム
ｂ,4,4,5377,記号,アルファベット,*,*,*,*,ｂ,ビー,ビー
ｑ,4,4,5405,記号,アルファベット,*,*,*,*,ｑ,キュー,キュー
ｆ,4,4,5847,記号,アルファベット,*,*,*,*,ｆ,エフ,エフ
Ｙ,4,4,5376,記号,アルファベット,*,*,*,*,Ｙ,ワイ,ワイ
Ｗ,4,4,5841,記号,アルファベット,*,*,*,*,Ｗ,ダブリュー,ダブリュー
Ｇ,4,4,6803,記号,アルファベット,*,*,*,*,Ｇ,ジー,ジー
ｚ,4,4,5265,記号,アルファベット,*,*,*,*,ｚ,ズィー,ズィー
ｚ,4,4,5605,記号,アルファベット,*,*,*,*,ｚ,ゼット,ゼット
Τ,4,4,949,記号,アルファベット,*,*,*,*,Τ,タウ,タウ
ｔ,4,4,5466,記号,アルファベット,*,*,*,*,ｔ,ティー,ティー
Ａ,4,4,2634,記号,アルファベット,*,*,*,*,Ａ,エイ,エイ
Ν,4,4,656,記号,アルファベット,*,*,*,*,Ν,ニュー,ニュー
μ,4,4,949,記号,アルファベット,*,*,*,*,μ,ミュー,ミュー
ｘ,4,4,5156,記号,アルファベット,*,*,*,*,ｘ,エックス,エックス
Ｐ,4,4,8289,記号,アルファベット,*,*,*,*,Ｐ,ピー,ピー
Ｑ,4,4,5199,記号,アルファベット,*,*,*,*,Ｑ,キュー,キュー
Ｚ,4,4,4770,記号,アルファベット,*,*,*,*,Ｚ,ズィー,ズィー
Ｚ,4,4,6134,記号,アルファベット,*,*,*,*,Ｚ,ゼット,ゼット
ｏ,4,4,5973,記号,アルファベット,*,*,*,*,ｏ,オー,オー
ψ,4,4,949,記号,アルファベット,*,*,*,*,ψ,プサイ,プサイ
Ｔ,4,4,5094,記号,アルファベット,*,*,*,*,Ｔ,ティー,ティー
ｇ,4,4,5654,記号,アルファベット,*,*,*,*,ｇ,ジー,ジー
ｋ,4,4,6408,記号,アルファベット,*,*,*,*,ｋ,ケイ,ケイ
Ｍ,4,4,5983,記号,アルファベット,*,*,*,*,Ｍ,エム,エム
Ο,4,4,949,記号,アルファベット,*,*,*,*,Ο,オミクロン,オミクロン
Δ,4,4,949,記号,アルファベット,*,*,*,*,Δ,デルタ,デルタ
Β,4,4,945,記号,アルファベット,*,*,*,*,Β,ベータ,ベータ
ρ,4,4,1272,記号,アルファベット,*,*,*,*,ρ,ロー,ロー
Ι,4,4,949,記号,アルファベット,*,*,*,*,Ι,イオタ,イオタ
