都,1303,1303,9428,名詞,接尾,地域,*,*,*,都,ト,ト
町,1303,1303,8304,名詞,接尾,地域,*,*,*,町,マチ,マチ
町,1303,1303,8550,名詞,接尾,地域,*,*,*,町,チョウ,チョー
州,1303,1303,10593,名詞,接尾,地域,*,*,*,州,シュウ,シュー
島,1303,1303,10074,名詞,接尾,地域,*,*,*,島,トウ,トー
島,1303,1303,11686,名詞,接尾,地域,*,*,*,島,ジマ,ジマ
行,1303,1303,12355,名詞,接尾,地域,*,*,*,行,イキ,イキ
行,1303,1303,12024,名詞,接尾,地域,*,*,*,行,ユキ,ユキ
府,1303,1303,11202,名詞,接尾,地域,*,*,*,府,フ,フ
村,1303,1303,8707,名詞,接尾,地域,*,*,*,村,ムラ,ムラ
村,1303,1303,13580,名詞,接尾,地域,*,*,*,村,ソン,ソン
行き,1303,1303,7128,名詞,接尾,地域,*,*,*,行き,イキ,イキ
行き,1303,1303,9175,名詞,接尾,地域,*,*,*,行き,ユキ,ユキ
山,1303,1303,12602,名詞,接尾,地域,*,*,*,山,サン,サン
海,1303,1303,13848,名詞,接尾,地域,*,*,*,海,カイ,カイ
駅,1303,1303,8249,名詞,接尾,地域,*,*,*,駅,エキ,エキ
港,1303,1303,11988,名詞,接尾,地域,*,*,*,港,コウ,コー
湖,1303,1303,10436,名詞,接尾,地域,*,*,*,湖,コ,コ
県,1303,1303,6399,名詞,接尾,地域,*,*,*,県,ケン,ケン
市内,1303,1303,12879,名詞,接尾,地域,*,*,*,市内,シナイ,シナイ
郡,1303,1303,7647,名詞,接尾,地域,*,*,*,郡,グン,グン
川,1303,1303,11133,名詞,接尾,地域,*,*,*,川,ガワ,ガワ
川,1303,1303,13700,名詞,接尾,地域,*,*,*,川,カワ,カワ
産,1303,1303,8439,名詞,接尾,地域,*,*,*,産,サン,サン
市,1303,1303,8147,名詞,接尾,地域,*,*,*,市,シ,シ
市,1303,1303,14123,名詞,接尾,地域,*,*,*,市,イチ,イチ
区,1303,1303,9313,名詞,接尾,地域,*,*,*,区,ク,ク
